Sl.no     |Class          |Prior          |Word           |log(Probablity) 
8691      |neg            |0.5            |horrifying     |-10.793039524331629 
8692      |neg            |0.5            |buzz           |-10.687679008673802 
8693      |neg            |0.5            |riley          |-12.297116921107902 
8694      |neg            |0.5            |happy          |-8.879390237494537 
8695      |neg            |0.5            |broderick      |-9.622968271681374 
8696      |neg            |0.5            |aimlessly      |-11.044353952612534 
8697      |neg            |0.5            |tips           |-11.603969740547956 
8698      |neg            |0.5            |hattie         |-11.044353952612534 
8699      |neg            |0.5            |keith          |-11.603969740547956 
8700      |neg            |0.5            |skinhead       |-12.990264101667847 
8701      |neg            |0.5            |sub-par        |-10.793039524331629 
8702      |neg            |0.5            |dinosaur       |-11.380826189233748 
8703      |neg            |0.5            |slaves         |-10.505357451879847 
8704      |neg            |0.5            |ex-girlfriend  |-11.044353952612534 
8705      |neg            |0.5            |dangling       |-10.793039524331629 
8706      |neg            |0.5            |supreme        |-12.297116921107902 
8707      |neg            |0.5            |philosophy     |-11.044353952612534 
8708      |neg            |0.5            |blatant        |-10.282213900565637 
8709      |neg            |0.5            |terrific       |-9.899221648309531 
8710      |neg            |0.5            |tiny           |-10.157050757611632 
8711      |neg            |0.5            |adams          |-9.434916040178434 
8712      |neg            |0.5            |fists          |-11.603969740547956 
8713      |neg            |0.5            |stubborn       |-12.990264101667847 
8714      |neg            |0.5            |emphasizes     |-12.297116921107902 
8715      |neg            |0.5            |she'd          |-10.687679008673802 
8716      |neg            |0.5            |nicky          |-10.910822559988011 
8717      |neg            |0.5            |merits         |-10.910822559988011 
8718      |neg            |0.5            |immerses       |-12.990264101667847 
8719      |neg            |0.5            |layer          |-10.910822559988011 
8720      |neg            |0.5            |triangle       |-10.687679008673802 
8721      |neg            |0.5            |tourist        |-11.198504632439793 
8722      |neg            |0.5            |braxton        |-11.603969740547956 
8723      |neg            |0.5            |emphasized     |-11.891651812999738 
8724      |neg            |0.5            |chubby         |-12.990264101667847 
8725      |neg            |0.5            |she's          |-7.780777948826427 
8726      |neg            |0.5            |tire           |-11.198504632439793 
8727      |neg            |0.5            |vows           |-11.380826189233748 
8728      |neg            |0.5            |chain          |-10.425314744206311 
8729      |neg            |0.5            |entirety       |-11.198504632439793 
8730      |neg            |0.5            |efficient      |-11.603969740547956 
8731      |neg            |0.5            |chair          |-10.282213900565637 
8732      |neg            |0.5            |tucci          |-11.198504632439793 
8733      |neg            |0.5            |sword          |-10.687679008673802 
8734      |neg            |0.5            |swore          |-11.380826189233748 
8735      |neg            |0.5            |kind-hearted   |-12.297116921107902 
8736      |neg            |0.5            |low-budget     |-10.687679008673802 
8737      |neg            |0.5            |garden         |-10.910822559988011 
8738      |neg            |0.5            |overacts       |-11.044353952612534 
8739      |neg            |0.5            |immersed       |-12.297116921107902 
8740      |neg            |0.5            |lesbos         |-10.910822559988011 
8741      |neg            |0.5            |viciously      |-12.297116921107902 
8742      |neg            |0.5            |playwright     |-11.603969740547956 
8743      |neg            |0.5            |emphasis       |-10.793039524331629 
8744      |neg            |0.5            |exiting        |-11.891651812999738 
8745      |neg            |0.5            |potential      |-8.53591680541434 
8746      |neg            |0.5            |flores         |-11.380826189233748 
8747      |neg            |0.5            |lounge         |-11.380826189233748 
8748      |neg            |0.5            |resist         |-11.198504632439793 
8749      |neg            |0.5            |shouting       |-10.282213900565637 
8750      |neg            |0.5            |history        |-9.019972188115727 
8751      |neg            |0.5            |camps          |-11.891651812999738 
8752      |neg            |0.5            |twice          |-9.058438468943523 
